province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Chau Doc,35,28,7,SSE,7.2,65,42,1009,2018-05-28
Chau Doc,34,28,14,SSW,37.9,73,48,1007,2019-05-28
Chau Doc,34,28,13,SW,3.8,73,43,1009,2020-05-28
Chau Doc,31,23,15,SSW,4.8,80,64,1009,2021-05-28
Chau Doc,31,25,10,WSW,9.7,85,34,1008,2009-06-21
Chau Doc,28,26,9,SSW,9.1,94,57,1007,2010-06-21
Chau Doc,29,25,13,WSW,0.2,85,63,1007,2011-06-21
Chau Doc,35,26,14,WSW,1.1,69,23,1008,2012-06-21
Chau Doc,31,26,12,WSW,2.3,81,51,1006,2013-06-21
Chau Doc,31,27,12,WSW,3.6,75,65,1009,2014-06-21
Chau Doc,34,27,23,WSW,1.1,67,47,1007,2015-06-21
Chau Doc,32,26,6,S,6.2,79,69,1007,2016-06-21
Chau Doc,35,27,13,WSW,2.7,67,50,1007,2017-06-21
Chau Doc,33,26,14,SW,2.4,78,24,1009,2018-06-21
Chau Doc,34,27,9,W,17.8,76,31,1006,2019-06-21
Chau Doc,33,27,11,SSW,12.7,80,63,1006,2020-06-21
Chau Doc,31,26,10,SW,13.5,87,50,1007,2009-06-22
Chau Doc,29,25,10,S,12.5,92,52,1007,2010-06-22
Chau Doc,32,26,16,WSW,0.9,77,31,1005,2011-06-22
Chau Doc,35,26,13,WSW,1.7,70,17,1008,2012-06-22
Chau Doc,32,26,14,WSW,6.5,82,48,1006,2013-06-22
Chau Doc,34,26,17,WSW,1.2,69,50,1009,2014-06-22
Chau Doc,31,27,22,WSW,0.6,72,47,1007,2015-06-22
Chau Doc,33,26,12,SW,6.7,75,56,1007,2016-06-22
Chau Doc,29,26,12,SW,5.4,79,78,1008,2017-06-22
Chau Doc,33,26,13,WSW,7.0,77,17,1009,2018-06-22
Chau Doc,33,27,9,SW,24.5,78,36,1005,2019-06-22
Chau Doc,32,26,10,SSW,13.0,80,57,1006,2020-06-22
Chau Doc,31,25,8,WSW,15.2,86,23,1007,2009-06-24
Chau Doc,31,25,7,SW,11.4,88,40,1008,2010-06-24
Chau Doc,32,26,19,WSW,0.2,75,26,1003,2011-06-24
Chau Doc,34,25,16,WSW,0.4,73,14,1008,2012-06-24
Chau Doc,34,26,12,SW,0.6,73,22,1008,2013-06-24
Chau Doc,34,27,15,WSW,1.2,69,52,1006,2014-06-24
Chau Doc,32,26,19,WSW,4.7,73,55,1009,2015-06-24
Chau Doc,34,26,13,SSW,1.6,74,61,1008,2016-06-24
Chau Doc,30,26,16,WSW,2.6,73,50,1007,2017-06-24
Chau Doc,32,26,14,SW,7.0,77,40,1008,2018-06-24
Chau Doc,33,26,13,SSW,3.5,79,43,1007,2019-06-24
Chau Doc,34,27,9,SW,1.1,76,46,1007,2020-06-24
Chau Doc,31,26,10,WSW,12.5,85,23,1007,2009-06-26
Chau Doc,30,26,9,SW,20.0,90,30,1008,2010-06-26
Chau Doc,33,26,14,SW,0.9,75,16,1007,2011-06-26
Chau Doc,34,26,15,WSW,2.3,72,6,1008,2012-06-26
Chau Doc,34,26,10,WSW,5.6,74,19,1009,2013-06-26
Chau Doc,35,26,10,W,0.0,65,37,1009,2014-06-26
Chau Doc,34,25,17,WSW,0.0,70,50,1009,2015-06-26
Chau Doc,32,26,13,WSW,4.8,77,61,1009,2016-06-26
Chau Doc,34,26,12,WSW,18.2,71,38,1008,2017-06-26
Chau Doc,33,26,12,SW,18.2,79,35,1008,2018-06-26
Chau Doc,34,26,14,SW,24.8,78,42,1008,2019-06-26
Chau Doc,30,26,12,SSW,12.3,84,72,1007,2020-06-26
Chau Doc,31,26,11,WSW,6.7,86,19,1007,2009-06-25
Chau Doc,31,26,8,SW,14.4,88,30,1006,2010-06-25
Chau Doc,33,27,18,SW,0.2,75,24,1005,2011-06-25
Chau Doc,34,26,16,WSW,1.9,72,5,1008,2012-06-25
Chau Doc,34,26,11,SW,0.5,71,16,1010,2013-06-25
Chau Doc,33,26,12,SW,3.0,76,57,1008,2014-06-25
Chau Doc,30,26,14,WSW,6.7,79,48,1009,2015-06-25
Chau Doc,34,27,11,SW,7.5,73,48,1009,2016-06-25
Chau Doc,32,26,18,WSW,1.4,71,50,1007,2017-06-25
Chau Doc,33,26,12,WSW,9.4,77,43,1007,2018-06-25
Chau Doc,33,27,12,SSW,2.5,78,38,1009,2019-06-25
Chau Doc,32,27,13,SW,14.1,79,49,1007,2020-06-25
Chau Doc,31,25,8,SW,2.7,85,32,1007,2009-06-23
Chau Doc,30,25,9,SSW,12.0,91,42,1009,2010-06-23
Chau Doc,32,26,18,WSW,0.8,77,36,1003,2011-06-23
Chau Doc,35,26,14,WSW,4.2,71,16,1007,2012-06-23
Chau Doc,32,26,15,SW,0.8,77,27,1006,2013-06-23
Chau Doc,33,27,16,W,3.2,68,56,1007,2014-06-23
Chau Doc,31,27,16,WSW,1.9,73,42,1008,2015-06-23
Chau Doc,31,26,12,SW,5.9,79,70,1008,2016-06-23
Chau Doc,32,25,12,W,7.8,75,51,1007,2017-06-23
Chau Doc,34,26,13,WSW,3.3,76,21,1008,2018-06-23
Chau Doc,31,27,9,SW,15.6,83,43,1006,2019-06-23
Chau Doc,33,27,9,S,8.3,78,48,1007,2020-06-23
Chau Doc,32,25,6,SW,10.3,85,33,1009,2009-06-30
Chau Doc,32,25,8,SSW,7.4,86,37,1008,2010-06-30
Chau Doc,32,26,10,SW,5.7,77,47,1008,2011-06-30
Chau Doc,30,25,12,SW,13.6,84,84,1006,2012-06-30
Chau Doc,35,26,12,WSW,1.1,70,23,1007,2013-06-30
Chau Doc,34,27,14,WSW,2.0,71,23,1007,2014-06-30
Chau Doc,35,27,18,WSW,2.2,64,25,1010,2015-06-30
Chau Doc,33,25,14,SSW,1.3,77,40,1010,2016-06-30
Chau Doc,34,26,12,SSW,4.2,77,49,1008,2017-06-30
Chau Doc,34,26,14,SW,3.5,75,17,1007,2018-06-30
Chau Doc,31,26,14,WSW,5.0,80,32,1007,2019-06-30
Chau Doc,30,23,8,WSW,0.4,79,52,1008,2020-06-30
Chau Doc,32,25,8,SW,10.4,87,31,1008,2009-06-28
Chau Doc,30,25,9,SW,7.6,88,34,1007,2010-06-28
Chau Doc,33,26,14,SW,5.9,75,38,1007,2011-06-28
Chau Doc,33,26,15,WSW,1.3,70,45,1007,2012-06-28
Chau Doc,34,26,12,SW,0.9,74,33,1007,2013-06-28
Chau Doc,33,27,17,WSW,1.1,69,35,1007,2014-06-28
Chau Doc,35,26,14,SW,0.1,69,15,1012,2015-06-28
Chau Doc,26,25,14,WSW,22.5,92,80,1008,2016-06-28
Chau Doc,33,26,15,SW,6.4,74,30,1008,2017-06-28
Chau Doc,33,26,7,SW,3.7,75,33,1009,2018-06-28
Chau Doc,28,26,14,WSW,4.5,82,42,1007,2019-06-28
Chau Doc,30,26,13,SW,9.3,80,76,1007,2020-06-28
Chau Doc,32,25,5,WSW,14.1,87,53,1009,2009-07-01
Chau Doc,31,26,6,SSW,35.0,91,38,1008,2010-07-01
Chau Doc,31,25,8,SW,2.4,82,41,1009,2011-07-01
Chau Doc,30,25,13,SW,0.2,79,65,1006,2012-07-01
Chau Doc,33,26,12,WSW,12.6,75,19,1005,2013-07-01
Chau Doc,35,26,14,WSW,0.2,69,19,1009,2014-07-01
Chau Doc,36,27,21,WSW,0.4,64,18,1009,2015-07-01
Chau Doc,32,26,13,SW,1.0,77,34,1009,2016-07-01
Chau Doc,34,26,13,SW,1.1,75,54,1008,2017-07-01
Chau Doc,33,27,14,SW,11.6,75,17,1008,2018-07-01
Chau Doc,30,26,13,WSW,2.4,81,38,1007,2019-07-01
Chau Doc,28,26,6,WSW,0.1,82,42,1007,2020-07-01
Chau Doc,31,25,10,SW,13.1,87,25,1008,2009-06-27
Chau Doc,30,26,8,SW,13.6,91,50,1008,2010-06-27
Chau Doc,32,26,12,SW,2.9,78,53,1008,2011-06-27
Chau Doc,34,26,15,WSW,7.3,70,37,1008,2012-06-27
Chau Doc,34,26,11,WSW,1.9,74,13,1008,2013-06-27
Chau Doc,35,26,12,W,11.9,66,24,1009,2014-06-27
Chau Doc,34,25,15,SW,1.0,70,23,1011,2015-06-27
Chau Doc,30,26,11,WSW,6.6,80,66,1008,2016-06-27
Chau Doc,31,25,8,WSW,13.3,88,37,1008,2009-07-03
Chau Doc,33,26,12,SW,10.1,74,27,1008,2017-06-27
Chau Doc,33,26,7,SSW,4.7,75,38,1009,2018-06-27
Chau Doc,29,26,16,WSW,5.3,84,39,1007,2019-06-27
Chau Doc,29,25,13,SSW,12.0,82,57,1008,2020-06-27
Chau Doc,30,25,5,SSE,10.4,90,48,1009,2010-07-03
Chau Doc,33,25,11,WSW,3.3,75,25,1008,2011-07-03
Chau Doc,32,26,11,WSW,20.1,77,42,1004,2012-07-03
Chau Doc,33,26,9,SW,5.6,77,42,1006,2013-07-03
Chau Doc,34,27,14,WSW,12.1,73,31,1005,2014-07-03
Chau Doc,35,27,25,WSW,2.4,65,22,1007,2015-07-03
Chau Doc,34,26,10,SW,0.0,73,23,1010,2016-07-03
Chau Doc,34,26,13,WSW,3.8,70,26,1008,2017-07-03
Chau Doc,32,26,16,WSW,2.2,73,32,1008,2018-07-03
Chau Doc,28,26,15,W,10.4,82,39,1008,2019-07-03
Chau Doc,30,26,13,WSW,2.5,81,74,1008,2020-07-03
Chau Doc,31,25,7,SW,5.8,86,26,1009,2009-06-29
Chau Doc,30,25,9,SW,9.7,88,43,1007,2010-06-29
Chau Doc,34,26,14,SW,2.6,75,27,1008,2011-06-29
Chau Doc,33,25,14,WSW,12.4,75,68,1006,2012-06-29
Chau Doc,34,26,12,WSW,5.1,73,29,1007,2013-06-29
Chau Doc,33,27,13,WSW,15.2,73,27,1006,2014-06-29
Chau Doc,34,27,18,WSW,5.1,65,18,1011,2015-06-29
Chau Doc,27,25,12,SW,14.9,90,77,1009,2016-06-29
Chau Doc,34,26,12,SSW,6.8,76,30,1008,2017-06-29
Chau Doc,34,26,10,WSW,0.8,72,25,1007,2018-06-29
Chau Doc,33,25,15,SW,6.3,78,34,1007,2019-06-29
Chau Doc,28,26,14,SSW,1.2,82,71,1008,2020-06-29
Chau Doc,29,25,7,SSW,9.7,91,48,1009,2009-07-05
Chau Doc,32,25,3,S,8.8,86,46,1010,2010-07-05
Chau Doc,34,26,8,WSW,5.1,72,63,1008,2011-07-05
Chau Doc,30,26,14,WSW,0.7,80,59,1004,2012-07-05
Chau Doc,34,25,7,W,13.7,78,48,1006,2013-07-05
Chau Doc,34,27,14,WSW,5.5,71,40,1006,2014-07-05
Chau Doc,32,27,23,W,2.5,68,39,1006,2015-07-05
Chau Doc,34,27,11,W,3.1,72,37,1007,2016-07-05
Chau Doc,34,27,11,WSW,6.3,70,45,1009,2017-07-05
Chau Doc,33,26,20,SW,0.5,71,29,1007,2018-07-05
Chau Doc,30,25,11,SW,10.4,82,37,1008,2019-07-05
Chau Doc,33,25,8,WSW,0.4,73,52,1007,2020-07-05
Chau Doc,31,25,7,SW,7.3,86,57,1010,2009-07-06
Chau Doc,31,25,7,SSE,6.8,87,27,1010,2010-07-06
Chau Doc,34,26,11,SW,2.5,74,41,1007,2011-07-06
Chau Doc,32,27,15,SW,10.8,75,63,1005,2012-07-06
Chau Doc,32,25,8,SSW,11.6,82,69,1007,2013-07-06
Chau Doc,34,27,14,WSW,1.4,71,46,1006,2014-07-06
Chau Doc,35,27,23,WSW,0.7,66,40,1006,2015-07-06
Chau Doc,29,26,11,WSW,3.0,81,67,1008,2016-07-06
Chau Doc,34,26,11,WSW,1.2,69,49,1009,2017-07-06
Chau Doc,33,25,5,WNW,8.6,83,50,1009,2009-07-07
Chau Doc,30,26,18,SW,20.2,77,56,1007,2018-07-06
Chau Doc,33,25,11,WSW,4.4,77,21,1008,2019-07-06
Chau Doc,32,26,9,SW,0.7,78,48,1006,2020-07-06
Chau Doc,32,25,4,SSW,3.3,86,24,1010,2010-07-07
Chau Doc,33,26,14,WSW,8.3,77,24,1007,2011-07-07
Chau Doc,33,27,14,SW,11.1,74,39,1005,2012-07-07
Chau Doc,32,25,9,SW,14.5,82,54,1008,2013-07-07
Chau Doc,34,27,17,WSW,0.0,69,34,1006,2014-07-07
Chau Doc,35,27,23,WSW,3.0,67,44,1005,2015-07-07
Chau Doc,33,26,15,SW,0.1,75,63,1007,2016-07-07
Chau Doc,34,27,13,SW,4.2,69,57,1009,2017-07-07
Chau Doc,31,26,18,WSW,1.9,77,67,1006,2018-07-07
Chau Doc,33,25,13,WSW,6.3,78,29,1008,2019-07-07
Chau Doc,31,25,11,S,16.7,82,41,1008,2020-07-07
Chau Doc,30,25,9,SW,8.8,87,34,1008,2009-07-04
Chau Doc,30,26,6,SSE,22.4,91,48,1011,2010-07-04
Chau Doc,35,25,7,SW,0.7,71,48,1009,2011-07-04
Chau Doc,31,25,14,WSW,2.0,77,50,1004,2012-07-04
Chau Doc,34,26,6,WSW,19.7,80,57,1006,2013-07-04
Chau Doc,34,26,13,WSW,6.3,72,24,1005,2014-07-04
Chau Doc,35,27,26,W,4.4,65,26,1006,2015-07-04
Chau Doc,35,26,13,WSW,0.1,70,15,1009,2016-07-04
Chau Doc,34,26,13,WSW,2.3,70,39,1008,2017-07-04
Chau Doc,32,26,20,WSW,0.7,71,35,1008,2018-07-04
Chau Doc,30,25,12,SW,6.8,80,30,1009,2019-07-04
Chau Doc,28,24,8,W,4.3,85,65,1009,2020-07-04
Chau Doc,32,25,5,WNW,9.2,83,45,1009,2009-07-08
Chau Doc,32,26,8,SW,2.0,85,30,1009,2010-07-08
Chau Doc,33,26,16,WSW,0.8,76,32,1008,2011-07-08
Chau Doc,33,27,12,SW,3.7,74,39,1006,2012-07-08
Chau Doc,32,25,10,SW,6.7,78,52,1009,2013-07-08
Chau Doc,31,27,16,WSW,0.1,76,54,1005,2014-07-08
Chau Doc,35,27,22,WSW,5.5,67,41,1006,2015-07-08
Chau Doc,33,26,17,WSW,1.3,71,54,1008,2016-07-08
Chau Doc,34,26,11,SW,4.4,70,28,1009,2017-07-08
Chau Doc,33,26,17,WSW,5.0,74,49,1005,2018-07-08
Chau Doc,32,26,16,SW,10.2,78,27,1009,2019-07-08
Chau Doc,32,26,8,S,5.2,80,48,1008,2020-07-08
Chau Doc,33,25,8,WSW,2.0,81,35,1008,2009-07-09
Chau Doc,30,26,8,SSW,10.5,88,45,1009,2010-07-09
Chau Doc,32,26,17,WSW,0.2,74,30,1006,2011-07-09
Chau Doc,33,26,11,SW,3.7,75,39,1007,2012-07-09
Chau Doc,32,25,7,SW,1.9,76,49,1008,2013-07-09
Chau Doc,34,26,18,WSW,1.2,70,61,1006,2014-07-09
Chau Doc,33,27,21,W,2.9,70,58,1006,2015-07-09
Chau Doc,29,26,16,WSW,0.0,74,45,1008,2016-07-09
Chau Doc,35,26,11,WSW,4.5,69,25,1009,2017-07-09
Chau Doc,33,26,18,WSW,8.7,75,22,1006,2018-07-09
Chau Doc,33,26,15,SW,5.1,77,26,1009,2019-07-09
Chau Doc,32,26,9,SSW,26.8,81,59,1006,2020-07-09
Chau Doc,31,25,10,WSW,12.0,84,22,1006,2009-07-10
Chau Doc,31,26,7,S,12.0,88,40,1009,2010-07-10
Chau Doc,32,26,17,SW,5.0,76,41,1005,2011-07-10
Chau Doc,34,26,8,WSW,19.0,77,49,1007,2012-07-10
Chau Doc,33,25,10,WSW,0.8,75,29,1008,2013-07-10
Chau Doc,33,27,15,W,0.4,71,59,1007,2014-07-10
Chau Doc,34,26,23,WSW,0.6,70,42,1006,2015-07-10
Chau Doc,33,26,20,WSW,0.4,72,50,1007,2016-07-10
Chau Doc,34,27,13,WSW,4.7,71,28,1008,2017-07-10
Chau Doc,31,26,16,WSW,43.2,80,60,1006,2018-07-10
Chau Doc,33,26,14,SW,0.9,78,21,1009,2019-07-10
Chau Doc,32,26,12,SSW,8.8,81,51,1007,2020-07-10
Chau Doc,31,26,5,SW,23.2,89,45,1009,2009-07-02
Chau Doc,30,26,4,S,24.3,93,72,1008,2010-07-02
Chau Doc,33,25,8,SW,3.2,76,50,1008,2011-07-02
Chau Doc,33,25,11,WSW,1.0,73,43,1006,2012-07-02
Chau Doc,34,26,13,WSW,13.0,76,33,1005,2013-07-02
Chau Doc,35,26,11,WSW,12.8,70,23,1008,2014-07-02
Chau Doc,34,27,23,WSW,8.4,66,22,1008,2015-07-02
Chau Doc,33,26,13,SSW,3.1,74,22,1010,2016-07-02
Chau Doc,34,26,14,WSW,0.4,71,21,1008,2017-07-02
Chau Doc,32,27,17,SW,8.5,76,19,1008,2018-07-02
Chau Doc,32,26,15,WSW,1.1,75,35,1006,2019-07-02
Chau Doc,31,25,11,SW,0.1,80,38,1006,2020-07-02
Chau Doc,31,25,11,SW,17.8,90,47,1004,2009-07-12
Chau Doc,31,25,6,SW,19.1,90,39,1009,2010-07-12
Chau Doc,33,26,15,SW,3.3,75,39,1006,2011-07-12
Chau Doc,27,25,11,SSW,5.6,91,58,1007,2012-07-12
Chau Doc,35,25,8,WNW,15.9,73,20,1007,2013-07-12
Chau Doc,33,26,14,WSW,2.6,72,46,1006,2014-07-12
Chau Doc,33,27,23,WSW,1.1,72,27,1005,2015-07-12
Chau Doc,33,25,15,WSW,3.9,75,43,1007,2016-07-12
Chau Doc,33,26,14,SW,1.1,73,44,1008,2017-07-12
Chau Doc,25,25,18,WSW,11.9,91,76,1006,2018-07-12
Chau Doc,33,26,15,SW,1.9,75,18,1010,2019-07-12
Chau Doc,31,26,13,SSW,4.9,81,51,1007,2020-07-12
Chau Doc,28,25,13,WSW,15.5,93,75,1006,2009-07-13
Chau Doc,28,25,7,SW,3.8,93,72,1007,2010-07-13
Chau Doc,33,26,13,SW,4.9,76,58,1006,2011-07-13
Chau Doc,33,25,12,SW,0.3,78,35,1007,2012-07-13
Chau Doc,35,25,9,WSW,8.0,75,20,1005,2013-07-13
Chau Doc,33,26,13,SW,18.0,75,52,1006,2014-07-13
Chau Doc,34,26,23,SW,0.2,71,29,1005,2015-07-13
Chau Doc,33,26,15,SW,1.3,73,28,1007,2016-07-13
Chau Doc,33,26,13,WSW,4.3,73,57,1009,2017-07-13
Chau Doc,29,25,17,WSW,15.2,87,70,1005,2018-07-13
Chau Doc,33,26,17,SW,7.5,76,22,1008,2019-07-13
Chau Doc,31,26,12,SSW,14.0,80,67,1007,2020-07-13
Chau Doc,27,24,10,WSW,3.9,91,73,1007,2009-07-14
Chau Doc,30,25,8,SSW,9.0,90,62,1007,2010-07-14
Chau Doc,33,26,14,SW,4.3,79,46,1006,2011-07-14
Chau Doc,33,25,9,SW,7.8,76,40,1007,2012-07-14
Chau Doc,33,26,14,WSW,1.1,75,30,1005,2013-07-14
Chau Doc,29,25,11,SW,6.8,85,75,1008,2014-07-14
Chau Doc,34,27,23,SW,0.0,69,30,1005,2015-07-14
Chau Doc,33,27,14,SSW,7.3,76,26,1007,2016-07-14
Chau Doc,30,25,12,WSW,5.7,77,62,1008,2017-07-14
Chau Doc,29,25,19,WSW,24.6,86,66,1006,2018-07-14
Chau Doc,34,26,17,WSW,0.5,71,17,1007,2019-07-14
Chau Doc,31,25,10,W,10.1,80,68,1008,2020-07-14
Chau Doc,28,25,14,WSW,35.8,94,60,1005,2009-07-16
Chau Doc,28,25,7,SSW,2.5,94,59,1006,2010-07-16
Chau Doc,33,25,14,SW,0.3,76,27,1007,2011-07-16
Chau Doc,35,26,11,WSW,4.9,75,18,1008,2012-07-16
Chau Doc,29,25,15,WSW,24.7,87,62,1007,2013-07-16
Chau Doc,33,26,11,WSW,2.1,74,28,1008,2014-07-16
Chau Doc,34,27,20,SW,0.0,65,25,1006,2015-07-16
Chau Doc,35,27,9,SW,1.5,73,31,1009,2016-07-16
Chau Doc,27,25,16,WSW,0.5,82,73,1006,2017-07-16
Chau Doc,30,25,18,WSW,1.0,80,60,1006,2018-07-16
Chau Doc,34,27,16,WSW,8.4,75,37,1006,2019-07-16
Chau Doc,32,27,11,SSW,11.2,80,58,1006,2020-07-16
Chau Doc,30,25,11,WSW,19.0,88,35,1005,2009-07-11
Chau Doc,30,25,7,SSW,18.1,90,51,1009,2010-07-11
Chau Doc,33,26,15,WSW,1.0,73,23,1005,2011-07-11
Chau Doc,29,26,9,SW,20.2,89,68,1007,2012-07-11
Chau Doc,34,24,9,W,0.4,71,16,1008,2013-07-11
Chau Doc,33,27,13,W,0.1,69,51,1007,2014-07-11
Chau Doc,34,26,25,WSW,4.1,66,19,1006,2015-07-11
Chau Doc,31,25,18,WSW,10.1,80,66,1008,2016-07-11
Chau Doc,33,27,12,SW,9.0,76,61,1008,2017-07-11
Chau Doc,28,25,17,WSW,21.8,88,59,1007,2018-07-11
Chau Doc,34,26,14,SW,1.5,75,11,1010,2019-07-11
Chau Doc,32,26,11,SW,5.9,81,63,1006,2020-07-11
Chau Doc,28,25,14,SW,7.1,92,72,1006,2009-07-17
Chau Doc,30,25,8,SSW,9.1,92,34,1008,2010-07-17
Chau Doc,33,26,16,SW,0.7,74,22,1007,2011-07-17
Chau Doc,33,26,11,WSW,13.3,78,37,1007,2012-07-17
Chau Doc,30,24,12,W,15.8,85,75,1007,2013-07-17
Chau Doc,34,26,14,WSW,2.1,72,28,1006,2014-07-17
Chau Doc,35,27,19,SW,0.0,65,22,1007,2015-07-17
Chau Doc,34,27,8,SW,10.9,75,25,1009,2016-07-17
Chau Doc,30,25,17,SW,7.4,84,76,1008,2017-07-17
Chau Doc,26,25,18,WSW,17.3,89,75,1004,2018-07-17
Chau Doc,32,26,19,WSW,11.7,80,58,1005,2019-07-17
Chau Doc,32,26,9,S,2.6,80,39,1007,2020-07-17
Chau Doc,29,24,12,WSW,3.6,91,61,1007,2009-07-18
Chau Doc,30,26,7,SSW,5.5,89,35,1009,2010-07-18
Chau Doc,33,26,15,SW,2.1,76,18,1007,2011-07-18
Chau Doc,32,26,13,WSW,17.9,81,57,1007,2012-07-18
Chau Doc,32,25,13,W,6.2,79,57,1005,2013-07-18
Chau Doc,31,26,16,WSW,0.9,73,44,1006,2014-07-18
Chau Doc,35,28,16,SW,2.6,66,27,1008,2015-07-18
Chau Doc,31,26,13,SW,3.0,81,49,1007,2016-07-18
Chau Doc,31,25,9,SSW,4.5,83,60,1010,2017-07-18
Chau Doc,28,25,19,WSW,35.7,88,77,1004,2018-07-18
Chau Doc,31,26,14,SW,8.3,80,59,1005,2019-07-18
Chau Doc,32,26,9,S,1.6,79,42,1008,2020-07-18
Chau Doc,28,25,10,WSW,4.1,90,51,1008,2009-07-20
Chau Doc,32,25,7,SW,8.5,86,28,1009,2010-07-20
Chau Doc,34,26,14,WSW,2.9,73,12,1007,2011-07-20
Chau Doc,32,25,12,WSW,8.1,77,49,1008,2012-07-20
Chau Doc,26,24,13,WSW,10.2,92,100,1007,2013-07-20
Chau Doc,34,26,11,WSW,0.0,68,16,1009,2014-07-20
Chau Doc,32,26,14,SW,2.0,74,76,1009,2015-07-20
Chau Doc,30,25,12,SW,2.3,82,55,1008,2016-07-20
Chau Doc,29,25,16,WSW,8.9,84,66,1008,2017-07-20
Chau Doc,31,26,16,SW,8.5,83,39,1007,2018-07-20
Chau Doc,33,26,14,SSW,6.6,78,36,1007,2019-07-20
Chau Doc,32,26,10,SSW,1.6,78,39,1007,2020-07-20
Chau Doc,25,24,9,WSW,38.0,96,70,1007,2009-07-15
Chau Doc,29,25,8,SSW,18.4,93,59,1007,2010-07-15
Chau Doc,32,25,14,SW,3.4,80,56,1007,2011-07-15
Chau Doc,35,25,10,WSW,3.0,73,18,1008,2012-07-15
Chau Doc,33,25,14,WSW,4.7,76,66,1006,2013-07-15
Chau Doc,34,25,9,SSW,4.1,77,51,1009,2014-07-15
Chau Doc,34,27,23,SW,0.5,67,42,1006,2015-07-15
Chau Doc,34,26,11,SW,5.9,74,23,1008,2016-07-15
Chau Doc,26,25,14,WSW,5.8,84,73,1008,2017-07-15
Chau Doc,26,25,14,SW,7.1,90,79,1007,2018-07-15
Chau Doc,33,26,15,WSW,15.2,75,18,1006,2019-07-15
Chau Doc,32,27,8,WSW,1.6,76,64,1006,2020-07-15
Chau Doc,30,25,9,SW,17.2,90,52,1009,2009-07-21
Chau Doc,32,26,9,SW,5.7,87,48,1008,2010-07-21
Chau Doc,34,25,13,WSW,1.9,70,18,1008,2011-07-21
Chau Doc,29,25,12,SW,6.1,84,60,1008,2012-07-21
Chau Doc,27,24,15,WSW,2.5,90,86,1005,2013-07-21
Chau Doc,33,26,13,WSW,0.5,72,48,1008,2014-07-21
Chau Doc,33,26,16,SSW,3.0,67,46,1010,2015-07-21
Chau Doc,31,25,13,WSW,1.9,80,62,1008,2016-07-21
Chau Doc,32,25,14,WSW,0.5,77,56,1009,2017-07-21
Chau Doc,32,26,18,WSW,8.0,80,47,1008,2018-07-21
Chau Doc,32,27,12,SW,13.9,78,25,1007,2019-07-21
Chau Doc,32,26,9,S,0.4,78,44,1008,2020-07-21
Chau Doc,28,25,10,SW,1.0,90,50,1008,2009-07-23
Chau Doc,30,25,13,WSW,9.5,89,48,1007,2010-07-23
Chau Doc,31,24,10,WSW,11.4,77,53,1006,2011-07-23
Chau Doc,34,26,19,WSW,0.0,74,15,1005,2012-07-23
Chau Doc,28,24,14,SW,23.8,92,72,1006,2013-07-23
Chau Doc,28,25,17,WSW,4.1,82,83,1008,2014-07-23
Chau Doc,34,27,13,SW,1.8,66,29,1011,2015-07-23
Chau Doc,31,25,14,WSW,3.2,81,66,1007,2016-07-23
Chau Doc,32,26,16,WSW,8.6,77,38,1008,2017-07-23
Chau Doc,32,26,19,WSW,0.0,75,40,1007,2018-07-23
Chau Doc,32,27,12,WSW,1.4,77,40,1007,2019-07-23
Chau Doc,33,26,7,S,0.3,75,32,1007,2020-07-23
Chau Doc,30,24,11,SW,2.3,88,46,1008,2009-07-24
Chau Doc,29,25,10,WSW,0.8,87,53,1006,2010-07-24
Chau Doc,31,26,12,SW,9.2,79,51,1006,2011-07-24
Chau Doc,33,26,18,WSW,0.7,73,19,1006,2012-07-24
Chau Doc,30,24,13,SW,5.9,85,56,1008,2013-07-24
Chau Doc,33,24,16,SW,0.6,73,32,1008,2014-07-24
Chau Doc,36,27,11,SW,2.4,65,35,1010,2015-07-24
Chau Doc,31,25,14,WSW,1.6,79,69,1007,2016-07-24
Chau Doc,32,26,18,WSW,3.6,75,47,1007,2017-07-24
Chau Doc,33,27,19,WSW,0.1,74,31,1007,2018-07-24
Chau Doc,32,26,13,WSW,31.8,81,62,1008,2019-07-24
Chau Doc,27,18,9,SSW,18.6,87,65,1008,2020-07-24
Chau Doc,29,25,10,WSW,21.8,89,46,1009,2009-07-25
Chau Doc,28,25,6,W,8.8,90,71,1006,2010-07-25
Chau Doc,30,25,12,SW,11.6,81,64,1008,2011-07-25
Chau Doc,33,26,16,SW,0.0,70,41,1008,2012-07-25
Chau Doc,32,25,14,WSW,0.0,79,30,1008,2013-07-25
Chau Doc,34,26,15,SW,0.4,69,30,1008,2014-07-25
Chau Doc,35,27,16,SW,6.3,67,17,1010,2015-07-25
Chau Doc,31,25,14,WSW,3.4,79,56,1008,2016-07-25
Chau Doc,26,25,19,WSW,36.8,88,70,1006,2017-07-25
Chau Doc,33,27,19,WSW,1.9,72,28,1008,2018-07-25
Chau Doc,29,25,9,W,10.2,81,44,1011,2019-07-25
Chau Doc,33,26,8,SSE,0.0,73,32,1008,2020-07-25
Chau Doc,30,25,10,WSW,14.2,88,47,1009,2009-07-26
Chau Doc,29,25,7,W,9.2,90,55,1005,2010-07-26
Chau Doc,32,25,12,WSW,5.1,75,60,1008,2011-07-26
Chau Doc,33,25,14,SW,0.5,73,22,1008,2012-07-26
